MSH	ensembl_id	lApprovedUS.EU	Phase.Latest	First.Added	Inactive	symbol
Colorectal Neoplasms	ENSG00000007171	FALSE	unknown	1993-06-15	TRUE	NOS2
Colorectal Neoplasms	ENSG00000007908	FALSE	Preclinical	2015-03-23	FALSE	SELE
Colorectal Neoplasms	ENSG00000010278	FALSE	Preclinical	2012-05-05	FALSE	CD9
Colorectal Neoplasms	ENSG00000010671	FALSE	Phase II Clinical Trial	2007-12-12	FALSE	BTK
Colorectal Neoplasms	ENSG00000010810	FALSE	Phase III Clinical Trial	NA	FALSE	FYN
Colorectal Neoplasms	ENSG00000011422	FALSE	Preclinical	2005-04-26	TRUE	PLAUR
Colorectal Neoplasms	ENSG00000019582	FALSE	Preclinical	2000-04-26	TRUE	CD74
Colorectal Neoplasms	ENSG00000019991	FALSE	Phase II Clinical Trial	2005-04-26	TRUE	HGF
Colorectal Neoplasms	ENSG00000023445	FALSE	Phase II Clinical Trial	2008-10-17	FALSE	BIRC3
Colorectal Neoplasms	ENSG00000025708	TRUE	Approved	1998-06-15	FALSE	TYMP
Colorectal Neoplasms	ENSG00000026508	FALSE	Phase III Clinical Trial	1995-05-15	TRUE	CD44
Colorectal Neoplasms	ENSG00000027697	FALSE	Approved	NA	TRUE	IFNGR1
Colorectal Neoplasms	ENSG00000030110	FALSE	Preclinical	1999-01-15	TRUE	BAK1
Colorectal Neoplasms	ENSG00000037280	FALSE	Pre-registration	1994-06-15	TRUE	FLT4
Colorectal Neoplasms	ENSG00000041982	FALSE	Phase II Clinical Trial	2007-06-05	TRUE	TNC
Colorectal Neoplasms	ENSG00000044574	FALSE	unknown	2009-07-23	TRUE	HSPA5
Colorectal Neoplasms	ENSG00000047936	FALSE	Phase I Clinical Trial	2006-12-05	TRUE	ROS1
Colorectal Neoplasms	ENSG00000049249	FALSE	Phase I Clinical Trial	2005-11-15	FALSE	TNFRSF9
Colorectal Neoplasms	ENSG00000051382	FALSE	Phase I Clinical Trial	2005-12-01	TRUE	PIK3CB
Colorectal Neoplasms	ENSG00000057593	FALSE	unknown	1992-03-15	TRUE	F7
Colorectal Neoplasms	ENSG00000058085	FALSE	Preclinical	1997-04-15	TRUE	LAMC2
Colorectal Neoplasms	ENSG00000064012	FALSE	unknown	2004-01-30	TRUE	CASP8
Colorectal Neoplasms	ENSG00000065361	FALSE	Phase II Clinical Trial	2002-06-10	TRUE	ERBB3
Colorectal Neoplasms	ENSG00000065559	FALSE	Preclinical	1998-01-15	TRUE	MAP2K4
Colorectal Neoplasms	ENSG00000066044	FALSE	Preclinical	2011-04-18	TRUE	ELAVL1
Colorectal Neoplasms	ENSG00000066468	FALSE	Phase II Clinical Trial	2003-07-22	TRUE	FGFR2
Colorectal Neoplasms	ENSG00000067182	FALSE	Phase I Clinical Trial	2003-05-23	TRUE	TNFRSF1A
Colorectal Neoplasms	ENSG00000067225	FALSE	Preclinical	2011-05-04	TRUE	PKM
Colorectal Neoplasms	ENSG00000068078	FALSE	Phase III Clinical Trial	2001-04-03	TRUE	FGFR3
Colorectal Neoplasms	ENSG00000070019	FALSE	Phase I Clinical Trial	2001-12-04	TRUE	GUCY2C
Colorectal Neoplasms	ENSG00000070501	FALSE	Phase II Clinical Trial	1996-08-15	TRUE	POLB
Colorectal Neoplasms	ENSG00000072274	FALSE	Preclinical	2011-10-27	TRUE	TFRC
Colorectal Neoplasms	ENSG00000073008	FALSE	Preclinical	2004-12-07	TRUE	PVR
Colorectal Neoplasms	ENSG00000073756	FALSE	Phase II Clinical Trial	1993-06-15	TRUE	PTGS2
Colorectal Neoplasms	ENSG00000074181	FALSE	Phase I Clinical Trial	NA	TRUE	NOTCH3
Colorectal Neoplasms	ENSG00000074590	FALSE	Preclinical	2007-05-16	FALSE	NUAK1
Colorectal Neoplasms	ENSG00000075213	FALSE	Preclinical	2011-10-27	TRUE	SEMA3A
Colorectal Neoplasms	ENSG00000077782	FALSE	Phase III Clinical Trial	2001-04-03	TRUE	FGFR1
Colorectal Neoplasms	ENSG00000078098	FALSE	Phase II Clinical Trial	1998-07-15	TRUE	FAP
Colorectal Neoplasms	ENSG00000079277	FALSE	Phase II Clinical Trial	2013-11-21	FALSE	MKNK1
Colorectal Neoplasms	ENSG00000079385	FALSE	Phase I Clinical Trial	2015-01-09	TRUE	CEACAM1
Colorectal Neoplasms	ENSG00000080824	FALSE	Phase II Clinical Trial	2005-12-05	TRUE	HSP90AA1
Colorectal Neoplasms	ENSG00000081181	FALSE	Phase II Clinical Trial	2014-08-28	FALSE	ARG2
Colorectal Neoplasms	ENSG00000082781	FALSE	Phase II Clinical Trial	2001-11-05	TRUE	ITGB5
Colorectal Neoplasms	ENSG00000082898	FALSE	Phase II Clinical Trial	2012-06-02	FALSE	XPO1
Colorectal Neoplasms	ENSG00000084774	FALSE	unknown	NA	TRUE	CAD
Colorectal Neoplasms	ENSG00000085276	FALSE	Preclinical	2014-07-03	TRUE	MECOM
Colorectal Neoplasms	ENSG00000085563	FALSE	unknown	2007-03-26	TRUE	ABCB1
Colorectal Neoplasms	ENSG00000086205	FALSE	Phase I Clinical Trial	2003-11-27	TRUE	FOLH1
Colorectal Neoplasms	ENSG00000087088	FALSE	unknown	2002-06-26	TRUE	BAX
Colorectal Neoplasms	ENSG00000087245	FALSE	unknown	2001-07-18	TRUE	MMP2
Colorectal Neoplasms	ENSG00000087586	FALSE	Phase II Clinical Trial	2003-01-24	TRUE	AURKA
Colorectal Neoplasms	ENSG00000089685	FALSE	Phase I Clinical Trial	2003-11-19	TRUE	BIRC5
Colorectal Neoplasms	ENSG00000089692	FALSE	Phase II Clinical Trial	2012-10-31	FALSE	LAG3
Colorectal Neoplasms	ENSG00000090339	FALSE	Preclinical	2001-02-21	TRUE	ICAM1
Colorectal Neoplasms	ENSG00000091831	FALSE	Preclinical	1998-11-15	TRUE	ESR1
Colorectal Neoplasms	ENSG00000091879	FALSE	Phase II Clinical Trial	2004-03-24	TRUE	ANGPT2
Colorectal Neoplasms	ENSG00000092969	FALSE	Phase II Clinical Trial	1997-02-15	TRUE	TGFB2
Colorectal Neoplasms	ENSG00000094631	FALSE	Phase II Clinical Trial	2003-03-06	TRUE	HDAC6
Colorectal Neoplasms	ENSG00000095303	FALSE	Phase II Clinical Trial	1996-04-15	TRUE	PTGS1
Colorectal Neoplasms	ENSG00000096717	FALSE	unknown	2006-01-16	TRUE	SIRT1
Colorectal Neoplasms	ENSG00000096968	FALSE	Phase II Clinical Trial	2003-01-24	TRUE	JAK2
Colorectal Neoplasms	ENSG00000096996	FALSE	Phase I Clinical Trial	2014-09-23	FALSE	IL12RB1
Colorectal Neoplasms	ENSG00000097007	FALSE	Phase II Clinical Trial	1999-03-17	TRUE	ABL1
Colorectal Neoplasms	ENSG00000097046	FALSE	Phase II Clinical Trial	2016-03-08	FALSE	CDC7
Colorectal Neoplasms	ENSG00000099250	FALSE	unknown	2008-09-09	TRUE	NRP1
Colorectal Neoplasms	ENSG00000099875	FALSE	Phase II Clinical Trial	2013-11-21	FALSE	MKNK2
Colorectal Neoplasms	ENSG00000100030	FALSE	Phase I Clinical Trial	2016-06-16	FALSE	MAPK1
Colorectal Neoplasms	ENSG00000100097	FALSE	Phase I Clinical Trial	2011-11-25	TRUE	LGALS1
Colorectal Neoplasms	ENSG00000100300	FALSE	unknown	2003-09-12	TRUE	TSPO
Colorectal Neoplasms	ENSG00000100311	FALSE	Phase II Clinical Trial	1994-06-15	TRUE	PDGFB
Colorectal Neoplasms	ENSG00000100380	FALSE	Phase I Clinical Trial	NA	FALSE	ST13
Colorectal Neoplasms	ENSG00000100429	FALSE	Phase II Clinical Trial	2003-03-06	TRUE	HDAC10
Colorectal Neoplasms	ENSG00000100644	FALSE	Phase II Clinical Trial	2003-08-01	TRUE	HIF1A
Colorectal Neoplasms	ENSG00000101017	FALSE	Phase I Clinical Trial	2016-11-14	FALSE	CD40
Colorectal Neoplasms	ENSG00000101412	FALSE	unknown	2001-02-02	TRUE	E2F1
Colorectal Neoplasms	ENSG00000101868	FALSE	Phase II Clinical Trial	1993-08-15	TRUE	POLA1
Colorectal Neoplasms	ENSG00000101966	FALSE	Phase II Clinical Trial	2008-10-17	FALSE	XIAP
Colorectal Neoplasms	ENSG00000102245	FALSE	unknown	2001-06-01	TRUE	CD40LG
Colorectal Neoplasms	ENSG00000102312	FALSE	Phase II Clinical Trial	2011-05-14	FALSE	PORCN
Colorectal Neoplasms	ENSG00000102755	FALSE	Pre-registration	1991-02-15	TRUE	FLT1
Colorectal Neoplasms	ENSG00000102854	FALSE	Preclinical	NA	FALSE	MSLN
Colorectal Neoplasms	ENSG00000102882	FALSE	Phase I Clinical Trial	2011-05-26	FALSE	MAPK3
Colorectal Neoplasms	ENSG00000103222	FALSE	unknown	2001-07-18	TRUE	ABCC1
Colorectal Neoplasms	ENSG00000103522	FALSE	unknown	2001-01-25	TRUE	IL21R
Colorectal Neoplasms	ENSG00000103855	FALSE	Phase I Clinical Trial	2010-11-22	FALSE	CD276
Colorectal Neoplasms	ENSG00000104267	FALSE	unknown	2006-08-11	TRUE	CA2
Colorectal Neoplasms	ENSG00000104365	FALSE	Preclinical	1996-04-15	TRUE	IKBKB
Colorectal Neoplasms	ENSG00000104432	FALSE	unknown	2001-06-01	TRUE	IL7
Colorectal Neoplasms	ENSG00000104689	FALSE	Phase II Clinical Trial	1998-08-15	TRUE	TNFRSF10A
Colorectal Neoplasms	ENSG00000104827	FALSE	Phase I Clinical Trial	1996-02-15	TRUE	CGB3
Colorectal Neoplasms	ENSG00000105146	FALSE	Phase II Clinical Trial	2003-01-31	TRUE	AURKC
Colorectal Neoplasms	ENSG00000105221	FALSE	Phase I Clinical Trial	2008-11-12	FALSE	AKT2
Colorectal Neoplasms	ENSG00000105388	FALSE	Phase II Clinical Trial	1993-05-15	TRUE	CEACAM5
Colorectal Neoplasms	ENSG00000105397	FALSE	Preclinical	NA	FALSE	TYK2
Colorectal Neoplasms	ENSG00000105639	FALSE	Preclinical	2017-07-24	FALSE	JAK3
Colorectal Neoplasms	ENSG00000105675	FALSE	Preclinical	NA	TRUE	ATP4A
Colorectal Neoplasms	ENSG00000105810	FALSE	Phase II Clinical Trial	2007-05-16	FALSE	CDK6
Colorectal Neoplasms	ENSG00000105835	FALSE	Phase I Clinical Trial	2014-01-22	FALSE	NAMPT
Colorectal Neoplasms	ENSG00000105851	FALSE	Phase I Clinical Trial	2003-09-05	TRUE	PIK3CG
Colorectal Neoplasms	ENSG00000105953	FALSE	Phase I Clinical Trial	2008-07-26	FALSE	OGDH
Colorectal Neoplasms	ENSG00000105976	FALSE	Phase II Clinical Trial	1996-01-15	TRUE	MET
Colorectal Neoplasms	ENSG00000106268	FALSE	Preclinical	2015-03-23	FALSE	NUDT1
Colorectal Neoplasms	ENSG00000106348	FALSE	Preclinical	2001-06-06	TRUE	IMPDH1
Colorectal Neoplasms	ENSG00000106546	FALSE	unknown	1999-04-13	TRUE	AHR
Colorectal Neoplasms	ENSG00000106799	FALSE	Phase I Clinical Trial	2003-09-17	FALSE	TGFBR1
Colorectal Neoplasms	ENSG00000106804	FALSE	Preclinical	2008-10-08	TRUE	C5
Colorectal Neoplasms	ENSG00000106991	FALSE	Phase I Clinical Trial	2006-05-01	FALSE	ENG
Colorectal Neoplasms	ENSG00000107159	FALSE	Preclinical	NA	TRUE	CA9
Colorectal Neoplasms	ENSG00000107562	FALSE	Phase II Clinical Trial	2007-04-10	FALSE	CXCL12
Colorectal Neoplasms	ENSG00000107854	FALSE	Preclinical	2017-04-12	FALSE	TNKS2
Colorectal Neoplasms	ENSG00000108654	FALSE	Preclinical	2006-08-30	FALSE	DDX5
Colorectal Neoplasms	ENSG00000108691	FALSE	Phase II Clinical Trial	2010-01-15	TRUE	CCL2
Colorectal Neoplasms	ENSG00000108821	FALSE	unknown	2005-05-13	TRUE	COL1A1
Colorectal Neoplasms	ENSG00000109163	FALSE	Preclinical	1999-07-06	TRUE	GNRHR
Colorectal Neoplasms	ENSG00000109320	FALSE	Phase I Clinical Trial	1993-06-15	TRUE	NFKB1
Colorectal Neoplasms	ENSG00000109471	FALSE	Phase I Clinical Trial	1992-12-15	TRUE	IL2
Colorectal Neoplasms	ENSG00000110195	FALSE	unknown	NA	TRUE	FOLR1
Colorectal Neoplasms	ENSG00000110324	FALSE	Preclinical	2014-10-14	TRUE	IL10RA
Colorectal Neoplasms	ENSG00000110330	FALSE	Phase II Clinical Trial	2008-10-17	FALSE	BIRC2
Colorectal Neoplasms	ENSG00000110492	FALSE	Preclinical	2009-05-19	TRUE	MDK
Colorectal Neoplasms	ENSG00000111142	FALSE	Phase I Clinical Trial	1998-07-15	TRUE	METAP2
Colorectal Neoplasms	ENSG00000111424	FALSE	Phase II Clinical Trial	1993-07-15	TRUE	VDR
Colorectal Neoplasms	ENSG00000111679	FALSE	Preclinical	2005-08-19	TRUE	PTPN6
Colorectal Neoplasms	ENSG00000112062	FALSE	Phase I Clinical Trial	2008-09-05	FALSE	MAPK14
Colorectal Neoplasms	ENSG00000112115	FALSE	Phase II Clinical Trial	2001-07-24	FALSE	IL17A
Colorectal Neoplasms	ENSG00000112715	TRUE	Approved	1991-02-15	TRUE	VEGFA
Colorectal Neoplasms	ENSG00000113070	FALSE	Phase I Clinical Trial	2002-06-13	TRUE	HBEGF
Colorectal Neoplasms	ENSG00000113161	TRUE	Approved	1992-08-15	TRUE	HMGCR
Colorectal Neoplasms	ENSG00000113302	FALSE	Phase II Clinical Trial	2005-10-25	FALSE	IL12B
Colorectal Neoplasms	ENSG00000113328	FALSE	Phase II Clinical Trial	2003-08-05	TRUE	CCNG1
Colorectal Neoplasms	ENSG00000113520	FALSE	Preclinical	2011-10-27	TRUE	IL4
Colorectal Neoplasms	ENSG00000113575	FALSE	Phase I Clinical Trial	1996-05-15	TRUE	PPP2CA
Colorectal Neoplasms	ENSG00000113578	FALSE	Phase III Clinical Trial	2013-04-20	FALSE	FGF1
Colorectal Neoplasms	ENSG00000113712	FALSE	Preclinical	2017-07-14	FALSE	CSNK1A1
Colorectal Neoplasms	ENSG00000113721	FALSE	Phase III Clinical Trial	1991-02-15	TRUE	PDGFRB
Colorectal Neoplasms	ENSG00000113916	FALSE	Preclinical	2017-04-13	FALSE	BCL6
Colorectal Neoplasms	ENSG00000114491	FALSE	Approved	2016-06-16	FALSE	UMPS
Colorectal Neoplasms	ENSG00000115008	FALSE	Pre-registration	2009-12-07	FALSE	IL1A
Colorectal Neoplasms	ENSG00000115053	FALSE	unknown	2004-03-31	TRUE	NCL
Colorectal Neoplasms	ENSG00000115221	FALSE	Phase II Clinical Trial	2002-11-26	TRUE	ITGB6
Colorectal Neoplasms	ENSG00000115353	FALSE	unknown	2001-07-18	TRUE	TACR1
Colorectal Neoplasms	ENSG00000115414	FALSE	Phase II Clinical Trial	2004-02-11	TRUE	FN1
Colorectal Neoplasms	ENSG00000115758	FALSE	Phase III Clinical Trial	1994-03-15	TRUE	ODC1
Colorectal Neoplasms	ENSG00000116016	FALSE	Phase II Clinical Trial	2003-08-01	FALSE	EPAS1
Colorectal Neoplasms	ENSG00000116128	FALSE	Preclinical	2000-11-13	TRUE	BCL9
Colorectal Neoplasms	ENSG00000116329	FALSE	unknown	2001-07-18	TRUE	OPRD1
Colorectal Neoplasms	ENSG00000116478	FALSE	Phase II Clinical Trial	2001-11-06	TRUE	HDAC1
Colorectal Neoplasms	ENSG00000117091	FALSE	unknown	2001-02-21	TRUE	CD48
Colorectal Neoplasms	ENSG00000117525	FALSE	Phase I Clinical Trial	1992-03-15	TRUE	F3
Colorectal Neoplasms	ENSG00000118137	FALSE	unknown	2005-07-04	TRUE	APOA1
Colorectal Neoplasms	ENSG00000118513	FALSE	Preclinical	2013-03-20	TRUE	MYB
Colorectal Neoplasms	ENSG00000118520	FALSE	Phase II Clinical Trial	2014-08-28	FALSE	ARG1
Colorectal Neoplasms	ENSG00000119535	FALSE	Phase I Clinical Trial	2011-10-19	FALSE	CSF3R
Colorectal Neoplasms	ENSG00000119630	FALSE	Preclinical	2003-07-24	TRUE	PGF
Colorectal Neoplasms	ENSG00000119888	FALSE	Phase II Clinical Trial	1995-12-15	TRUE	EPCAM
Colorectal Neoplasms	ENSG00000120156	FALSE	Phase II Clinical Trial	2001-12-18	TRUE	TEK
Colorectal Neoplasms	ENSG00000120217	FALSE	Phase III Clinical Trial	2008-01-16	FALSE	CD274
Colorectal Neoplasms	ENSG00000120885	FALSE	unknown	2007-10-05	TRUE	CLU
Colorectal Neoplasms	ENSG00000120889	FALSE	Phase II Clinical Trial	2001-08-23	TRUE	TNFRSF10B
Colorectal Neoplasms	ENSG00000121594	FALSE	unknown	2001-02-21	TRUE	CD80
Colorectal Neoplasms	ENSG00000121858	FALSE	Phase II Clinical Trial	2009-06-03	FALSE	TNFSF10
Colorectal Neoplasms	ENSG00000121879	FALSE	Phase II Clinical Trial	1992-08-15	TRUE	PIK3CA
Colorectal Neoplasms	ENSG00000121966	FALSE	Preclinical	2001-04-09	TRUE	CXCR4
Colorectal Neoplasms	ENSG00000122025	FALSE	Phase III Clinical Trial	1991-02-15	TRUE	FLT3
Colorectal Neoplasms	ENSG00000122194	FALSE	unknown	1995-05-15	TRUE	PLG
Colorectal Neoplasms	ENSG00000122861	FALSE	Preclinical	1993-05-15	TRUE	PLAU
Colorectal Neoplasms	ENSG00000123374	FALSE	Phase I Clinical Trial	1997-05-15	TRUE	CDK2
Colorectal Neoplasms	ENSG00000124107	FALSE	Preclinical	2006-08-25	TRUE	SLPI
Colorectal Neoplasms	ENSG00000124762	FALSE	Preclinical	1996-05-15	TRUE	CDKN1A
Colorectal Neoplasms	ENSG00000125378	FALSE	Preclinical	NA	FALSE	BMP4
Colorectal Neoplasms	ENSG00000125498	FALSE	Phase II Clinical Trial	2011-03-02	FALSE	KIR2DL1
Colorectal Neoplasms	ENSG00000125571	FALSE	Phase II Clinical Trial	2001-07-24	FALSE	IL37
Colorectal Neoplasms	ENSG00000126218	FALSE	unknown	1992-03-15	TRUE	F10
Colorectal Neoplasms	ENSG00000126934	FALSE	Phase III Clinical Trial	1999-04-14	TRUE	MAP2K2
Colorectal Neoplasms	ENSG00000128052	TRUE	Approved	1991-02-15	TRUE	KDR
Colorectal Neoplasms	ENSG00000128271	FALSE	Phase II Clinical Trial	2008-10-21	FALSE	ADORA2A
Colorectal Neoplasms	ENSG00000128602	FALSE	Phase II Clinical Trial	2004-07-21	FALSE	SMO
Colorectal Neoplasms	ENSG00000128917	FALSE	Phase I Clinical Trial	2005-09-14	TRUE	DLL4
Colorectal Neoplasms	ENSG00000129484	FALSE	Phase II Clinical Trial	2000-06-26	TRUE	PARP2
Colorectal Neoplasms	ENSG00000130669	FALSE	Phase I Clinical Trial	2009-07-13	TRUE	PAK4
Colorectal Neoplasms	ENSG00000130816	FALSE	Phase II Clinical Trial	2005-12-02	TRUE	DNMT1
Colorectal Neoplasms	ENSG00000131203	FALSE	Phase II Clinical Trial	2009-04-24	FALSE	IDO1
Colorectal Neoplasms	ENSG00000131238	FALSE	unknown	1994-03-15	TRUE	PPT1
Colorectal Neoplasms	ENSG00000131724	FALSE	Preclinical	2002-01-09	TRUE	IL13RA1
Colorectal Neoplasms	ENSG00000131747	FALSE	Phase II Clinical Trial	1990-07-15	TRUE	TOP2A
Colorectal Neoplasms	ENSG00000131828	FALSE	Phase I Clinical Trial	2008-07-26	FALSE	PDHA1
Colorectal Neoplasms	ENSG00000131981	FALSE	Pre-registration	2002-08-05	TRUE	LGALS3
Colorectal Neoplasms	ENSG00000132155	FALSE	Phase II Clinical Trial	1992-11-15	TRUE	RAF1
Colorectal Neoplasms	ENSG00000132170	FALSE	Phase II Clinical Trial	2002-01-29	TRUE	PPARG
Colorectal Neoplasms	ENSG00000132383	FALSE	Preclinical	1998-06-15	TRUE	RPA1
Colorectal Neoplasms	ENSG00000132906	FALSE	Preclinical	2004-01-30	TRUE	CASP9
Colorectal Neoplasms	ENSG00000132964	FALSE	Preclinical	2010-07-12	FALSE	CDK8
Colorectal Neoplasms	ENSG00000133019	FALSE	Preclinical	2007-02-13	TRUE	CHRM3
Colorectal Neoplasms	ENSG00000133703	FALSE	Preclinical	1992-11-15	TRUE	KRAS
Colorectal Neoplasms	ENSG00000134013	FALSE	Phase II Clinical Trial	2010-07-29	TRUE	LOXL2
Colorectal Neoplasms	ENSG00000134057	FALSE	Phase I Clinical Trial	1991-02-15	FALSE	CCNB1
Colorectal Neoplasms	ENSG00000134058	FALSE	Phase I Clinical Trial	1997-05-15	TRUE	CDK7
Colorectal Neoplasms	ENSG00000134243	FALSE	Preclinical	2016-12-27	TRUE	SORT1
Colorectal Neoplasms	ENSG00000134250	FALSE	Phase I Clinical Trial	NA	TRUE	NOTCH2
Colorectal Neoplasms	ENSG00000134460	FALSE	Approved	2000-11-07	TRUE	IL2RA
Colorectal Neoplasms	ENSG00000134853	TRUE	Approved	1996-12-15	TRUE	PDGFRA
Colorectal Neoplasms	ENSG00000135218	FALSE	Phase I Clinical Trial	2001-03-14	TRUE	CD36
Colorectal Neoplasms	ENSG00000135446	FALSE	Phase II Clinical Trial	2007-02-06	TRUE	CDK4
Colorectal Neoplasms	ENSG00000135679	FALSE	Phase I Clinical Trial	2012-11-21	FALSE	MDM2
Colorectal Neoplasms	ENSG00000136244	FALSE	Phase II Clinical Trial	NA	FALSE	IL6
Colorectal Neoplasms	ENSG00000136634	FALSE	Phase I Clinical Trial	2013-11-28	FALSE	IL10
Colorectal Neoplasms	ENSG00000136807	FALSE	Phase I Clinical Trial	1997-05-15	TRUE	CDK9
Colorectal Neoplasms	ENSG00000136810	FALSE	Phase I Clinical Trial	2000-05-11	TRUE	TXN
Colorectal Neoplasms	ENSG00000136826	FALSE	Phase I Clinical Trial	2004-05-21	FALSE	KLF4
Colorectal Neoplasms	ENSG00000136856	FALSE	Preclinical	2004-11-24	TRUE	SLC2A8
Colorectal Neoplasms	ENSG00000136943	FALSE	Preclinical	2001-12-19	TRUE	CTSV
Colorectal Neoplasms	ENSG00000136997	FALSE	Phase I Clinical Trial	2004-05-21	TRUE	MYC
Colorectal Neoplasms	ENSG00000137077	FALSE	Preclinical	2015-02-24	FALSE	CCL21
Colorectal Neoplasms	ENSG00000137845	FALSE	unknown	2003-09-17	TRUE	ADAM10
Colorectal Neoplasms	ENSG00000138039	FALSE	Phase I Clinical Trial	2008-10-31	FALSE	LHCGR
Colorectal Neoplasms	ENSG00000138061	FALSE	unknown	NA	TRUE	CYP1B1
Colorectal Neoplasms	ENSG00000138160	FALSE	Phase II Clinical Trial	1999-06-30	TRUE	KIF11
Colorectal Neoplasms	ENSG00000138448	FALSE	Phase II Clinical Trial	1995-01-15	TRUE	ITGAV
Colorectal Neoplasms	ENSG00000138778	FALSE	Phase I Clinical Trial	2006-02-03	TRUE	CENPE
Colorectal Neoplasms	ENSG00000139193	FALSE	Phase II Clinical Trial	2008-11-12	FALSE	CD27
Colorectal Neoplasms	ENSG00000139292	FALSE	Phase I Clinical Trial	2011-11-01	FALSE	LGR5
Colorectal Neoplasms	ENSG00000139567	FALSE	unknown	2007-05-30	TRUE	ACVRL1
Colorectal Neoplasms	ENSG00000139874	FALSE	Phase II Clinical Trial	2002-11-27	FALSE	SSTR1
Colorectal Neoplasms	ENSG00000140443	FALSE	Phase II Clinical Trial	2003-06-03	TRUE	IGF1R
Colorectal Neoplasms	ENSG00000140465	FALSE	unknown	1999-04-13	TRUE	CYP1A1
Colorectal Neoplasms	ENSG00000140538	FALSE	Phase II Clinical Trial	2009-05-20	TRUE	NTRK3
Colorectal Neoplasms	ENSG00000140545	FALSE	unknown	1997-04-15	TRUE	MFGE8
Colorectal Neoplasms	ENSG00000141510	FALSE	Phase II Clinical Trial	1993-10-15	TRUE	TP53
Colorectal Neoplasms	ENSG00000141736	FALSE	Phase II Clinical Trial	1990-09-15	TRUE	ERBB2
Colorectal Neoplasms	ENSG00000141867	FALSE	Phase I Clinical Trial	2003-09-05	FALSE	BRD4
Colorectal Neoplasms	ENSG00000142208	FALSE	Phase I Clinical Trial	1992-08-15	TRUE	AKT1
Colorectal Neoplasms	ENSG00000142627	FALSE	Phase I Clinical Trial	2006-09-11	TRUE	EPHA2
Colorectal Neoplasms	ENSG00000143167	FALSE	Phase II Clinical Trial	2007-08-13	TRUE	GPA33
Colorectal Neoplasms	ENSG00000143226	FALSE	unknown	NA	TRUE	FCGR2A
Colorectal Neoplasms	ENSG00000143384	FALSE	Phase I Clinical Trial	2002-05-27	FALSE	MCL1
Colorectal Neoplasms	ENSG00000143799	FALSE	Phase II Clinical Trial	2000-06-26	TRUE	PARP1
Colorectal Neoplasms	ENSG00000144744	FALSE	unknown	2007-04-27	TRUE	UBA3
Colorectal Neoplasms	ENSG00000144891	FALSE	Preclinical	2016-12-29	FALSE	AGTR1
Colorectal Neoplasms	ENSG00000146242	FALSE	Phase II Clinical Trial	1999-06-10	FALSE	TPBG
Colorectal Neoplasms	ENSG00000146374	FALSE	Phase I Clinical Trial	2012-10-11	TRUE	RSPO3
Colorectal Neoplasms	ENSG00000146648	TRUE	Approved	1992-03-15	TRUE	EGFR
Colorectal Neoplasms	ENSG00000146904	FALSE	unknown	2005-06-27	TRUE	EPHA1
Colorectal Neoplasms	ENSG00000147099	FALSE	Phase II Clinical Trial	2003-03-06	TRUE	HDAC8
Colorectal Neoplasms	ENSG00000147437	FALSE	Phase I Clinical Trial	2008-10-31	FALSE	GNRH1
Colorectal Neoplasms	ENSG00000147889	FALSE	Preclinical	2000-11-29	TRUE	CDKN2A
Colorectal Neoplasms	ENSG00000147955	FALSE	Preclinical	2007-02-13	TRUE	SIGMAR1
Colorectal Neoplasms	ENSG00000148053	FALSE	Phase II Clinical Trial	2009-05-20	TRUE	NTRK2
Colorectal Neoplasms	ENSG00000148400	FALSE	unknown	2009-02-06	TRUE	NOTCH1
Colorectal Neoplasms	ENSG00000149269	FALSE	Phase I Clinical Trial	2009-07-13	TRUE	PAK1
Colorectal Neoplasms	ENSG00000149295	FALSE	Phase II Clinical Trial	2009-06-03	FALSE	DRD2
Colorectal Neoplasms	ENSG00000149554	FALSE	Phase II Clinical Trial	2007-04-23	TRUE	CHEK1
Colorectal Neoplasms	ENSG00000150093	FALSE	Phase II Clinical Trial	2000-02-02	TRUE	ITGB1
Colorectal Neoplasms	ENSG00000150337	FALSE	unknown	1992-02-15	TRUE	FCGR1A
Colorectal Neoplasms	ENSG00000150630	FALSE	unknown	2007-07-02	TRUE	VEGFC
Colorectal Neoplasms	ENSG00000151247	FALSE	Preclinical	2016-02-02	FALSE	EIF4E
Colorectal Neoplasms	ENSG00000151694	FALSE	unknown	2003-09-17	TRUE	ADAM17
Colorectal Neoplasms	ENSG00000154188	FALSE	Phase II Clinical Trial	2004-03-24	TRUE	ANGPT1
Colorectal Neoplasms	ENSG00000154229	FALSE	Phase I Clinical Trial	1991-01-15	TRUE	PRKCA
Colorectal Neoplasms	ENSG00000154310	FALSE	Preclinical	2015-06-15	FALSE	TNIK
Colorectal Neoplasms	ENSG00000156508	FALSE	unknown	1994-03-15	TRUE	EEF1A1
Colorectal Neoplasms	ENSG00000157036	FALSE	unknown	2009-12-08	TRUE	EXOG
Colorectal Neoplasms	ENSG00000157404	TRUE	Approved	1991-02-15	TRUE	KIT
Colorectal Neoplasms	ENSG00000157764	FALSE	Phase III Clinical Trial	2001-04-03	TRUE	BRAF
Colorectal Neoplasms	ENSG00000159110	FALSE	unknown	NA	TRUE	IFNAR2
Colorectal Neoplasms	ENSG00000159131	FALSE	Phase II Clinical Trial	1992-02-15	TRUE	GART
Colorectal Neoplasms	ENSG00000160180	FALSE	Preclinical	2012-07-17	TRUE	TFF3
